id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,1,1,1,3,3,3,3,3,3,3,6,3,3,3,11,3,3,11,3,3,3,3,3,7,7,3,3/14,9,3,11
mh1,mh1,50.0,10,10,10,1,0,2,1,1,1,6,4,1,11,1,9,6,1,1,1,0,1,1,1,3,2,1,1,7,8,1
mh2,mh2,50.0,0,0,0,9,0,0,0,0,0,0,0,7,0,7,0,0,0,0,12,7,7,7,7,0,0,0,0,0,0,0
mh3,mh3,50.0,1,1,1,1,1,1,1,1,1,0,1,2,1,18,1,1,14,1,18,2,2,2,2,7,7,17,1,1,1,1
mh4,mh4,50.0,1,1,1,1,1,1,0,0,0,8,1,1,6,1,0,8,11,0,1,1,1,1,1,1,1,11,0,18,19,0
mnh0,mnh0,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,12,1,1,1,1,14,1,1,6,1,1,11,1
mnh1,mnh1,50.0,1,1,1,1,1,5,14,16,1,5,8,3,5,3,1,5,1,1,24,3,3,3,3,5,5,1,15,19,1,1
mnh2,mnh2,50.0,1,1,13,1,1,1,1,1,5,1,1,1,1,14,10,1,1,6,15,1,1,1,1,1,1,1,1,1,5,9
mnh3,mnh3,50.0,1,1,1,1,1,11,14,14,14,1,1,9,1,9,19,1,13,19,9,9,9,9,9,1,1,13,21,14,14,19
mnh4,mnh4,50.0,1,1,1,1,1,1,9,9,9,4,1,12,3,12,9,1,1,9,18,12,12,12,12,1,1,1,21,9,9,9
mnh5,mnh5,50.0,1,1,1,1,1,1,10,10,10,1,1,1,12,1,10,7,8,10,1,1,1,1,1,1,1,1,10,10,10,10
mnh6,mnh6,50.0,1,1,1,1,1,2,1,1,1,6,2,1,2,19,1,7,12,1,19,1,1,1,1,2,2,12,13,15,1,1
mnh7,mnh7,50.0,1,1,1,2,3,5,1,1,1,5,5,2,5,2,1,5,2,1,20,2,2,2,2,5,5,7,19,12,15,1
mnh8,mnh8,50.0,1,1,1,1,1,1,1,1,1,6,1,3,15,3,13,1,1,13,3,3,3,3,3,1,1,9,10,1,1,1
mnh9,mnh9,50.0,1,1,1,3,4,3,11,11,11,3,6,5,8,5,11,3,3,11,5,18,5,20,21,6,6,3,11,11,16,11
mnh10,mnh10,50.0,1,1,18,3,2,3,1,1,1,3,3,2,3,2,1,3,3,1,21,20,2,2,2,3,3,3,5,1,12,15
mnh11,mnh11,50.0,1,1,1,2,2,2,2,2,14,2,2,30,2,30,13,2,2,28,31,30,30,30,32,2,2,2,2,12,22,27
mnh12,mnh12,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,10,1,13,14,1,1,16,17,6,6,1,1,1,11,13
mnh13,mnh13,50.0,1,21,22,1,1,1,1,1,16,1,1,2,1,2,16,1,1,16,2,23,2,2,27,1,1,1,1,15,17,16
mnh14,mnh14,50.0,1,1,1,2,2,3,8,10,10,3,17,2,5,2,10,3,3,10,21,2,2,2,2,3,3,3,18,10,15,10
lpsh0,lpsh0,1.0,1,1,1,1,2/4,1,1,1,1,1,1,4,1,4,0,7,8,0,4,4,4,4,4,1,1,1,12,1,1,0
