id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,1,1,1,1,0,0,0,1,12,1,1,1,1,16,0,0,0,19,11,19,16,21,0,11,1,14,11,1,1,14
mh1,mh1,50.0,1,1,1,1,9,9,0,1,0,1,1,1,1,0,0,0,0,0,0,13,0,15,0,10,2,0,0,2,8,0
mh2,mh2,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
mh3,mh3,50.0,1,1,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,3,9,7,0,3
mh4,mh4,50.0,1,1,1,20,1,1,1,15,1,15,15,15,15,1,1,1,1,19,1,1,1,1,0,17,0,1,1,0,12,1
mnh0,mnh0,50.0,1,20,1,17,2,2,9,2,2,2,2,2,2,2,2,2,2,2,11,2,2,2,2,11,3,15,11,3,3,2
mnh1,mnh1,50.0,1,2,14,10,2,2,5,2,5,4,2,4,4,5,5,5,5,5,5,5,7,18,5,5,2,5,6,2,2,5
mnh2,mnh2,50.0,1,1,1,1,1,1,1,1,7,1,1,1,1,32,7,35,7,32,27,32,33,38,32,27,1,7,30,1,1,31
mnh3,mnh3,50.0,1,2,2,2,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
mnh4,mnh4,50.0,1,1,1,1,11,11,1,1,13,10,1,9,10,1,12,1,1,1,1,1,1,16,1,1,5,1,1,4,6,1
mnh5,mnh5,50.0,1,1,25,1,1,1,1,1,18,1,1,1,1,1,1,1,18,24,1,1,21,1,21,1,3,18,1,3,12,20
mnh6,mnh6,50.0,1,2,1,2,6,6,12,6,6,6,6,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,13
mnh7,mnh7,50.0,1,2,1,2,2,2,6,2,2,2,2,2,2,2,9,15,2,2,2,2,2,17,2,2,3,12,2,3,4,13
mnh8,mnh8,50.0,1,4,4,4,10,10,5,5,5,5,5,5,5,5,5,16,5,5,5,5,5,5,15,5,5,12,5,7,5,5
